zone_id,zone_nom,code_dept,niveau_text,niveau_int,communes,n_communes
8323,Zone 6 : Esteron,06,crise,4,[],1
8324,Zone 7 : Var amont (partie dpt Alpes-Maritimes),06,alerte_renforcee,3,[],1
8325,Zone 8 : Var aval,06,alerte_renforcee,3,[],1
8326,Zone 9 : Paillon,06,crise,4,[],1
8327,Zone 10 : Roya/Bevera et mentonnais,06,alerte_renforcee,3,[],1
9444,Allier,07,alerte,2,[],1
9445,Ardèche,07,alerte,2,[],1
9446,Beaume-Chassezac,07,alerte_renforcee,3,[],1
9447,Cance,07,alerte_renforcee,3,[],1
9448,Cèze,07,alerte_renforcee,3,[],1
9449,Doux,07,alerte_renforcee,3,[],1
9450,Eyrieux,07,alerte_renforcee,3,[],1
9451,Loire,07,alerte,2,[],1
9452,Ouvèze,07,alerte_renforcee,3,[],1
7524,Craie de Champagne Nord (partie 08),08,alerte,2,,0
7525,Calcaires de l'Oxfordien,08,alerte_renforcee,3,,0
9771,Craie de Champagne Nord,08,alerte,2,,0
9790,Affluents crayeux Aube et Seine,10,alerte,2,[],1
9794,Seine en amont de la restitution du réservoir,10,alerte,2,[],1
9796,Vanne,10,alerte,2,,0
8420,Nappe astienne (partie dpt11),11,vigilance,1,[],1
8421,Nappes plioquaternaires de la plaine du roussillon (partie dpt11),11,alerte,2,[],1
8461,Aude amont hors axe réalimenté,11,alerte,2,[],1
8462,Bassin versant de l'Agly (partie dpt11),11,vigilance,1,[],1
8463,Bassin versant de l'Hers Vif (y compris Vixiège),11,vigilance,1,[],1
8464,Bassin versant de l'Hers Mort,11,alerte_renforcee,3,[],1
8465,Aude aval -  Berre et Rieu - hors axe réalimenté et canaux VNF,11,alerte,2,[],1
8466,Secteur Argent-Double/Ognon (partie dpt 11) et affluents rive gauche de l’Aude sur ce secteur,11,alerte,2,[],1
8467,Secteur Orbieu et affluents rive droite de l’Aude sur ce secteur,11,alerte,2,[],1
8468,Secteur Orbiel et affluents rive gauche de l’Aude sur ce secteur,11,alerte,2,[],1
8469,Cesse (partie dpt 11) et affluents rive gauche de l’Aude sur ce secteur,11,alerte,2,[],1
8470,Axe réalimenté Aude amont,11,alerte,2,[],1
8471,Axe réalimenté Aude médiane et aval et canaux VNF,11,alerte,2,[],1
8472,Bassin versant du Fresquel,11,alerte,2,[],1
8473,bassin versant du Thoré,11,vigilance,1,[],1
8474,bassin versant du Sor,11,vigilance,1,[],1
7618,Bassin de la DIEGE,12,alerte,2,[],1
7619,Bassin de l'AVEYRON de la confluence avec la SERRE à la confluence avec le RIOU NEGRE,12,alerte,2,[],1
7620,Bassin de l'AVEYRON de la limite du département à la confluence avec la SERRE,12,alerte,2,[],1
7621,Bassin de l'ALZOU,12,alerte,2,[],1
7622,Bassin de la SERENES,12,alerte,2,[],1
7623,Bassin du DOURDOU DE CONQUES,12,alerte,2,[],1
7624,Bassin de la Rivière LOT de la limite Est du département jusqu'à la confluence avec la Truyère hors,12,vigilance,1,[],1
7625,Bassin du RANCE,12,alerte,2,[],1
7626,Bassin du DOURDOU DE CAMARES en amont de la confluence avec la SORGUES et du LEN,12,alerte_renforcee,3,[],1
7627,Bassin du DOURDOU DE CAMARES en aval de la confluence avec la SORGUES et Sorgues  (hors LEN),12,alerte_renforcee,3,[],1
7628,Bassin du DOURDOU DE CAMARES en amont de la confluence avec la SORGUES et du LEN,12,alerte_renforcee,3,[],1
7636,Bassin versant de l'Orb en Aveyron,12,vigilance,1,[],1
7637,Bassin versant de l'Hérault en Aveyron,12,alerte,2,[],1
8328,Secteur SG1 : Rhone Camargue,13,vigilance,1,[],1
8329,Secteur SG2a : Durance (elargi aux bassins versants ouest et nord Alpilles),13,alerte,2,[],1
8330,Secteur SG2b : Real de Jouques (partie dpt Bouches-du-Rhone),13,crise,4,[],1
8331,Secteur SG3 : Crau,13,alerte,2,[],1
8332,Secteur SG3a : Crau Alpilles,13,alerte,2,[],1
8333,Secteur SG4a : Littoral Ouest Marseille (y compris Cadiere et Aygalades),13,alerte,2,[],1
8334,Secteur SG4b : Littoral Est Marseille (y compris le polje de Cuges les Pins),13,alerte,2,[],1
8335,Secteur SG5a : Touloubre amont,13,alerte,2,[],1
8336,Secteur SG5b : Touloubre aval (y compris la Durancole),13,alerte,2,[],1
8337,Secteur SG6a : Arc amont (partie dpt Bouches-du-Rhone),13,alerte_renforcee,3,[],1
8338,Secteur SG6b : Arc aval,13,alerte,2,[],1
8339,Secteur SG7a : Huveaune amont (partie dpt Bouches-du-Rhone),13,crise,4,[],1
8340,Secteur SG7b : Huveaune aval,13,crise,4,[],1
9772,AURE,14,vigilance,1,[],1
9773,VIRE AMONT,14,alerte,2,[],1
9774,SEULLES,14,vigilance,1,[],1
9775,ORNE,14,vigilance,1,[],1
9776,DIVES,14,vigilance,1,[],1
9777,TOUQUES,14,vigilance,1,[],1
8707,Ander-Margeride,15,alerte,2,[],1
8708,Aubrac,15,crise,4,[],1
8709,Cère,15,vigilance,1,[],1
8710,Maronne,15,vigilance,1,[],1
8711,Sumène,15,vigilance,1,[],1
8712,Truyère_aval,15,vigilance,1,[],1
8713,Haut-Allier,15,alerte,2,[],1
8714,Alagnon,15,alerte,2,[],1
8715,Rhue,15,vigilance,1,[],1
8716,Célé,15,vigilance,1,[],1
9152,OUGC Isle-Dronne /  Zone d'alerte : L'Auzonne,16,alerte_renforcee,3,[],1
9156,OUGC Isle-Dronne /  Zone d'alerte : La Tude,16,crise,4,[],1
9157,"OUGC Isle-Dronne /  Zone d'alerte : Lary, Pousonne, Palais",16,alerte_renforcee,3,[],1
9159,OUGC Karst /  Zone d'alerte : Bandiat,16,alerte,2,[],1
9160,OUGC Karst /  Zone d'alerte : Bonnieure,16,alerte,2,[],1
9162,OUGC Karst /  Zone d'alerte : Échelle-Lèche,16,alerte,2,[],1
9163,OUGC Karst /  Zone d'alerte : Tardoire,16,alerte,2,[],1
9165,OUGC Saintonge /  Zone d'alerte : L'Antenne,16,alerte,2,[],1
9173,OUGC Cogesteau /  Zone d'alerte : Auge,16,alerte,2,[],1
9175,OUGC Cogesteau /  Zone d'alerte : Bief,16,alerte,2,[],1
9177,OUGC Cogesteau /  Zone d'alerte : Charente-Moyenne,16,alerte,2,[],1
9178,OUGC Cogesteau /  Zone d'alerte : Né,16,alerte_renforcee,3,[],1
9183,OUGC Saintonge /  Zone d'alerte : Seugne,16,alerte,2,[],1
9169,OUGC Clain /  Zone d'alerte : Clain-Amont,16,crise,4,,0
6903,Hors ZRE,17,alerte,2,[],1
6904,Bassin du Curé - Sèvre Niortaise,17,alerte_renforcee,3,[],1
6905,Bassin du Né,17,alerte,2,[],1
6906,Bassin de l'Arnoult,17,alerte,2,[],1
6907,Bassin des Fleuves côtiers de Gironde,17,alerte,2,[],1
6908,Bassin de Lary-Palais,17,alerte,2,[],1
6909,Bassin de la Dronne aval,17,alerte,2,[],1
6910,Bassin du Bruant,17,alerte,2,[],1
6911,Bassin de la Gères-Devise,17,alerte,2,[],1
6912,Bassin Le Mignon,17,alerte_renforcee,3,[],1
6913,Bassin de la Boutonne aval et moyenne,17,alerte,2,[],1
6914,Bassin de l'Antenne-Rouzille,17,alerte,2,[],1
6915,Bassin de la Seudre aval,17,alerte,2,[],1
6916,Bassin de la Seudre moyenne,17,alerte,2,[],1
6917,Bassin de la Seudre amont,17,alerte,2,[],1
6918,Bassin de l'Aume-Couture,17,alerte,2,[],1
6919,Bassin de Charente-aval,17,alerte,2,[],1
6920,Bassin de la Seugne,17,alerte,2,[],1
9453,Bassin de l'Arnon amont,18,alerte_renforcee,3,[],1
9454,Bassin de l'Arnon aval,18,alerte_renforcee,3,[],1
9455,Bassin de l'Aubois,18,alerte,2,[],1
9456,"Bassin de l'Auron, de l'Airain et des Rampennes",18,vigilance,1,[],1
9457,Bassin du Cher,18,vigilance,1,[],1
9458,"Bassin du Colin, de l'Ouatier et du Langis",18,vigilance,1,[],1
9459,Bassin du Fouzon,18,vigilance,1,[],1
9460,Bassin de la Grande Sauldre et du Beuvron,18,vigilance,1,[],1
9461,Bassin de l'Indre amont,18,crise,4,[],1
9462,Bassin de la Loire et de ses affluents,18,vigilance,1,[],1
9463,Bassin de la Petite Sauldre et de la Rère,18,vigilance,1,[],1
9464,Bassin de la Théols,18,vigilance,1,[],1
9465,Bassin de la Vauvise,18,vigilance,1,[],1
9466,Bassin de l'Yèvre amont,18,vigilance,1,[],1
9467,Bassin de l'Yèvre aval,18,vigilance,1,[],1
9468,zone Auvézère,19,vigilance,1,[],1
9469,zone Corrèze amont,19,vigilance,1,[],1
9470,zone Corrèze aval,19,vigilance,1,[],1
9471,zone Dordogne amont,19,vigilance,1,[],1
9472,zone Dordogne aval,19,vigilance,1,[],1
9473,zone Vézère amont,19,vigilance,1,[],1
9474,zone Vézère aval,19,vigilance,1,[],1
9475,zone Vienne,19,vigilance,1,[],1
9476,zone Xaintrie,19,vigilance,1,[],1
9354,Saône moyenne,21,alerte,2,[],1
9355,Tille amont,21,alerte_renforcee,3,[],1
9356,Vingeanne,21,vigilance,1,[],1
9357,Bèze,21,alerte,2,[],1
9358,Tille aval,21,alerte,2,[],1
9359,"Vouge, Biètre, Cent-Fonts",21,alerte,2,[],1
9360,Bouzaise,21,alerte,2,[],1
9361,Dheune,21,alerte,2,[],1
9362,Ouche amont,21,vigilance,1,[],1
9363,Ouche aval,21,vigilance,1,[],1
9364,Serein amont,21,vigilance,1,[],1
9365,Armançon amont,21,alerte,2,[],1
9366,Châtillonnais,21,alerte,2,[],1
9367,Arroux,21,vigilance,1,[],1
6130,COTES-D'ARMOR,22,vigilance,1,,0
4608,zone non couverte par l'arrêté cadre,23,alerte,2,[],1
5674,Le Cher,23,alerte,2,[],1
5675,La Tardes,23,alerte,2,[],1
5676,La Sedelle,23,alerte,2,[],1
5677,La Creuse de sa source au ruisseau du Chezalet,23,alerte,2,[],1
5678,La Creuse du ruisseau du Chezalet à sa confluence avec la Petite Creuse,23,alerte,2,[],1
5679,La Petite Creuse,23,alerte,2,[],1
5680,"Le Thaurion, La Maulde et leurs affluents",23,alerte,2,[],1
5681,La Gartempe et ses affluents,23,alerte,2,[],1
5682,La Dordogne,23,alerte,2,[],1
5683,L'Allier,23,alerte,2,[],1
9587,Dropt - Bournègue,24,alerte_renforcee,3,[],1
9588,Lizonne - Belle,24,crise,4,[],1
9589,Dordogne aval - Lidoire,24,alerte_renforcee,3,[],1
9596,Dordogne aval - Estrop,24,alerte_renforcee,3,[],1
9598,Dordogne aval - Couze-Couzeau,24,alerte_renforcee,3,[],1
9599,Dropt - Dropt amont,24,alerte_renforcee,3,[],1
9600,Dordogne aval - Eyraud,24,alerte,2,[],1
9601,Lizonne - Sauvanie,24,alerte,2,[],1
9602,Isle amont - Loue,24,alerte,2,[],1
9607,Isle aval - Vern,24,alerte_renforcee,3,[],1
9608,Dronne - Boulou,24,alerte_renforcee,3,[],1
9609,Dordogne aval - Seignal,24,crise,4,[],1
9612,Vézère - Cern,24,alerte_renforcee,3,[],1
9613,Isle aval - Crempse,24,alerte,2,[],1
9615,Dordogne aval - Conne,24,crise,4,[],1
9617,Isle aval - Beauronne de St-Vincent,24,alerte_renforcee,3,[],1
9618,Charente amont - Tardoire,24,alerte,2,[],1
9619,Dordogne aval - Caudeau,24,alerte_renforcee,3,[],1
9621,Isle aval - Beauronne des Lèches,24,alerte_renforcee,3,[],1
9622,Dordogne aval - Gardonnette,24,alerte_renforcee,3,[],1
9624,Isle aval - Beauronne de Chancelade,24,alerte_renforcee,3,[],1
9626,Charente amont - Bandiat,24,alerte,2,[],1
9628,Dordogne amont - Céou aval,24,alerte_renforcee,3,[],1
9629,Dordogne amont - Céou amont,24,crise,4,[],1
9631,Dordogne amont - Germaine,24,alerte,2,[],1
9632,Dordogne amont - Tournefeuille,24,crise,4,[],1
9633,Dronne - Dronne amont,24,alerte,2,[],1
9636,Dropt - Escourou,24,alerte_renforcee,3,[],1
3650,Haute Chaine_dpt 25,25,alerte_renforcee,3,,0
3652,bassin versant de l'Allan_dpt 25,25,alerte,2,,0
3653,Plateaux calcaires jurassiens_dpt 25,25,alerte,2,,0
3658,Moyennes vallées du Doubs et de l'Ognon et plaine jurassienne_dpt 25,25,alerte,2,,0
9381,LEZ PROVENCAL - LAUZON,26,alerte_renforcee,3,[],1
9382,AEYGUES,26,alerte,2,[],1
9393,LEZ PROVENCAL - LAUZON,26,alerte_renforcee,3,[],1
9394,AEYGUES,26,alerte,2,[],1
9563,VALLOIRE,26,alerte,2,[],1
9564,GALAURE - DROME DES COLLINES,26,alerte_renforcee,3,[],1
9575,VALLOIRE,26,vigilance,1,[],1
9576,GALAURE - DROME DES COLLINES,26,alerte_renforcee,3,[],1
9577,PLAINE DE VALENCE,26,alerte_renforcee,3,[],1
9578,ROYANS-VERCORS,26,vigilance,1,[],1
9579,DROME,26,alerte_renforcee,3,[],1
9580,ROUBION - JABRON,26,alerte_renforcee,3,[],1
9585,MEOUGE,26,alerte_renforcee,3,[],1
9586,PLAINE AVAL DU RHONE,26,vigilance,1,[],1
9741,AIGRE,28,vigilance,1,[],1
9742,EURE Amont,28,alerte,2,[],1
9743,EURE Moyen haut,28,alerte_renforcee,3,[],1
9744,EURE Moyen bas,28,alerte,2,[],1
9745,EURE Aval,28,vigilance,1,[],1
9746,OZANNE Amont,28,crise,4,[],1
9747,OZANNE Aval,28,alerte_renforcee,3,[],1
9748,YERRE Amont,28,crise,4,[],1
9749,YERRE Aval,28,alerte_renforcee,3,[],1
9750,BLAISE,28,alerte,2,[],1
9751,CLOCHE,28,alerte_renforcee,3,[],1
9754,FOUSSARDE,28,alerte,2,[],1
9755,RHONE,28,alerte,2,[],1
9756,THIRONNE,28,alerte,2,[],1
9757,VACHERESSE,28,alerte_renforcee,3,[],1
9759,VOISE,28,alerte,2,[],1
9760,LOIR Amont,28,alerte_renforcee,3,[],1
9761,LOIR Aval,28,alerte,2,[],1
9762,AVRE Moyen,28,vigilance,1,[],1
9763,AVRE Aval,28,vigilance,1,[],1
8254,ILE-DE-BATZ,29,vigilance,1,[],1
8255,AULNE,29,vigilance,1,[],1
8256,ODET,29,vigilance,1,[],1
8257,OUESSANT,29,vigilance,1,[],1
8258,ILE-DE-SEIN,29,vigilance,1,[],1
8259,ILE-MOLENE,29,vigilance,1,[],1
8260,BAS LEON,29,vigilance,1,[],1
8261,ELORN,29,vigilance,1,[],1
8262,BAIE DE DOUARNENEZ - OUEST CORNOUAILLE,29,vigilance,1,[],1
8263,HAUT LEON - TREGOR,29,vigilance,1,[],1
8264,SUD CORNOUAILLE - ISOLE,29,vigilance,1,[],1
8265,ILE-DE-BATZ,29,vigilance,1,[],1
8266,AULNE,29,vigilance,1,[],1
8267,ODET,29,vigilance,1,[],1
8268,OUESSANT,29,vigilance,1,[],1
8269,ILE-DE-SEIN,29,vigilance,1,[],1
8270,ILE-MOLENE,29,vigilance,1,[],1
8271,BAS LEON,29,vigilance,1,[],1
8272,ELORN,29,vigilance,1,[],1
8273,BAIE DE DOUARNENEZ - OUEST CORNOUAILLE,29,vigilance,1,[],1
8274,HAUT LEON - TREGOR,29,vigilance,1,[],1
8275,SUD CORNOUAILLE - ISOLE,29,vigilance,1,[],1
3237,Zone sud,2A,alerte,2,[],1
3238,Zone nord,2A,alerte,2,[],1
4605,zone non couverte par l'arrêté cadre,2B,vigilance,1,[],1
7189,Plaine Orientale,2B,alerte_renforcee,3,[],1
7190,Centre Corse,2B,alerte_renforcee,3,[],1
7191,Balagne,2B,alerte_renforcee,3,[],1
7192,Cap - Nebbio,2B,alerte_renforcee,3,[],1
8376,Dourbie et Trevezel,30,vigilance,1,[],1
8377,Herault (partie dpt30),30,alerte,2,[],1
8378,Vidourle (partie dpt30),30,alerte_renforcee,3,[],1
8379,"Vistrenque, Costières et Vistre",30,alerte,2,[],1
8380,Rhône et camargue gardoise,30,vigilance,1,[],1
8381,Gardon_aval (de la prise d'eau du canal de Boucoiran jusqu'au Rhône),30,alerte_renforcee,3,[],1
8382,Gardon_amont (de ses sources à la prise d'eau du canal de Boucoiran),30,alerte,2,[],1
8383,Ceze_amont (de sa source à la confluence avec la Claysse incluse),30,alerte_renforcee,3,[],1
8384,Ceze_aval (de la confluence avec la Claysse jusqu'au Rhône),30,alerte_renforcee,3,[],1
8385,Ardeche (dpt30),30,alerte,2,[],1
8422,Dourbie et Trevezel  ESO correspondant à ZA ESU même emprise,30,vigilance,1,[],1
8423,Herault (partie dpt30) ESO correspondant à ZA ESU même emprise,30,alerte,2,[],1
8424,Vidourle (partie dpt30) ESO correspondant à ZA ESU  même emprise,30,alerte_renforcee,3,[],1
8425,"Vistrenque, Costières et Vistre  ESO correspondant à ZA ESU  même emprise",30,alerte,2,[],1
8426,Rhône et camargue gardoise  ESO correspondant à ZA ESU  même emprise,30,vigilance,1,[],1
8427,Gardon_aval (prise d'eau canal Boucoiran jusqu'au Rhône) ESO correspondant à ZA ESU même emprise,30,alerte_renforcee,3,[],1
8428,Gardon_amont (des sources à la prise d'eau canal  Boucoiran) ESO correspondant à ZA ESU  même empris,30,alerte,2,[],1
8429,Ceze_amont (de sa source à la confluence Claysse incluse) ESO correspondant à ZA ESU  même emprise,30,alerte_renforcee,3,[],1
8430,Ceze_aval (de la confluence avec Claysse jusqu'au Rhône) ESO correspondant à ZA ESU  même emprise,30,alerte_renforcee,3,[],1
8431,Ardeche (dpt30)  ESO correspondant à ZA ESU  même emprise,30,alerte,2,[],1
9919,Tescou,31,alerte_renforcee,3,[],1
9934,Système Neste,31,vigilance,1,[],1
9937,Secteur sud du département des petits cours d'eau non réalimentés non instrumentés,31,alerte_renforcee,3,[],1
9938,Secteur rive droite Garonne des petits cours d'eau non réalimentés non instrumentés,31,alerte_renforcee,3,[],1
9939,Secteur rive gauche Garonne des petits cours d'eau non réalimentés non instrumentés,31,crise,4,[],1
9327,Rivière Le Gers réalimenté,32,vigilance,1,[],1
9329,Rivière la Baise réalimenté,32,vigilance,1,[],1
9330,Rivière La Gimone réalimenté,32,vigilance,1,[],1
9332,Rivière la Save - Gesse réalimenté,32,vigilance,1,[],1
9334,Rivière L'Arrats réalimenté,32,vigilance,1,[],1
9335,Rivière Le Bouès réalimenté,32,vigilance,1,[],1
9339,Rivière Guiroue aval baradee réalimenté,32,vigilance,1,[],1
9341,Rivière La Marcaoue réalimenté,32,vigilance,1,[],1
9342,Rivière L'Aussoue réalimenté,32,vigilance,1,[],1
9346,Rivière de l'Osse amont Lizet réalimenté,32,vigilance,1,[],1
9348,Rivière de l'Osse aval Lizet réalimenté,32,vigilance,1,[],1
9314,Bassin versant de l'Auroue non réalimenté,32,crise,4,,0
9328,Rivière L'Auzoue réalimenté,32,crise,4,,0
9344,Bassin versant de l'Adour non réalimenté,32,vigilance,1,,0
9238,ZA Moron – Virvée,33,alerte,2,[],1
9252,ZA Barbanne - Lavié - Palais,33,alerte_renforcee,3,[],1
9254,ZA Gravouse – Durèze - Soulège,33,alerte_renforcee,3,[],1
9255,ZA Laurence,33,alerte,2,[],1
9259,ZA Lidoire,33,alerte_renforcee,3,[],1
9264,ZA Andouille,33,alerte_renforcee,3,[],1
8386,Vidourle (dpt 34),34,alerte_renforcee,3,[],1
8387,Etang de l'Or,34,alerte,2,[],1
8388,"bassin versant du Lez, de la Mosson hors axe Lez soutenu",34,alerte,2,[],1
8389,"Axe Lez soutenu, de sa source à son embouchure",34,vigilance,1,[],1
8390,Hérault amont confluence avec la Vis jusqu'à la confluence avec la Lergue (partie dpt34),34,alerte,2,[],1
8391,bassin versant de la Lergue,34,alerte,2,[],1
8392,BV Hérault aval de la confluence avec la Lergue jusqu'à l'embouchure,34,alerte,2,[],1
8393,"BV de l'Orb de sa source jusqu'à l'amont de la confluence avec le Jaur, hors axe soutenu",34,alerte,2,[],1
8394,Axe Orb soutenu à l'aval du barrage des Monts d'Orb,34,alerte,2,[],1
8395,bassin versant du Jaur,34,alerte,2,[],1
8396,bv de l'Orb à l'aval de la confluence avec le Jaur jusqu'à l'embouchure hors axe soutenu,34,alerte,2,[],1
8397,bv de l'Agout (partie dpt 34),34,vigilance,1,[],1
8398,bv de l'Aude aval - Berre et Rieu (partie dpt 34),34,alerte,2,[],1
8399,bv Argent Double et Ognon (partie dpt 34),34,alerte,2,[],1
8400,bv Cesse (partie dpt 34),34,alerte,2,[],1
8401,canal du Midi (partie dpt34),34,alerte,2,[],1
8432,Nappe astienne (partie dpt34),34,vigilance,1,[],1
8433,Molasses de Castries Sommières / secteur de Castries (partie dpt34),34,vigilance,1,[],1
8491,Secteur milieux aquatiques 1 - Bassin Côtier,35,alerte,2,[],1
8492,Secteur milieux aquatiques 2 - Bassin du Couesnon,35,alerte,2,[],1
8493,Secteur milieux aquatiques 3 - Bassin de la Vilaine Nord-Meu,35,alerte,2,[],1
8494,Secteur milieux aquatiques 4 - Bassin de la Vilaine en amont de Rennes,35,alerte,2,[],1
8495,Secteur milieux aquatiques 5 - Bassin de la rive gauche de la Vilaine,35,alerte,2,[],1
8496,Secteur milieux aquatiques 6 - Bassin de l'Aff,35,alerte,2,[],1
8497,Secteur milieux aquatiques 7 - Bassin de la Chère,35,alerte,2,[],1
7464,bassin de l'Anglin amont confuence allemette,36,alerte_renforcee,3,[],1
7465,bassin de l'Anglin aval confluence allemette,36,alerte_renforcee,3,[],1
7466,bassin de la Bouzanne,36,alerte_renforcee,3,[],1
7467,bassin de la Claise,36,alerte_renforcee,3,[],1
7468,bassin de La Creuse,36,alerte,2,[],1
7469,bassin de la Gartempe,36,alerte,2,[],1
7470,bassin de l'Indre amont à châteauroux,36,alerte_renforcee,3,[],1
7471,bassin de l'Indre aval à châteauroux,36,alerte,2,[],1
7472,bassin de l'Indrois,36,alerte_renforcee,3,[],1
7473,bassin de la Tourmente,36,alerte_renforcee,3,[],1
7474,bassin de la Trégonce,36,crise,4,[],1
7475,bassin de la Ringoire,36,crise,4,[],1
7476,bassin de l'Arnon,36,alerte,2,[],1
7477,bassin de la Théols,36,alerte,2,[],1
7478,bassin de le Fouzon,36,alerte,2,[],1
7479,bassin de le Modon,36,alerte,2,[],1
7480,bassin de Cher (36),36,vigilance,1,[],1
8819,Bassin de la Loire (Lre1),37,vigilance,1,[],1
8820,Bassin de la Loire (Lre2),37,vigilance,1,[],1
8821,Bassin du Loir (Lr1),37,vigilance,1,[],1
8822,Bassin du Cher (Ch1),37,vigilance,1,[],1
8823,Bassin de l'Indre (In1),37,vigilance,1,[],1
8824,Bassin de l'Indre (In2),37,vigilance,1,[],1
8825,Bassin de la Creuse (Cr),37,vigilance,1,[],1
8826,Bassin de la Vienne (Vn1),37,vigilance,1,[],1
8827,Bassin de la Gartempe,37,vigilance,1,[],1
8828,Bassin de l'Aigronne,37,alerte_renforcee,3,[],1
8829,Bassin de l'Ardillere,37,vigilance,1,[],1
8830,Bassin de l'Echandon,37,alerte_renforcee,3,[],1
8831,Bassin de l'Escotais,37,alerte_renforcee,3,[],1
8832,Bassin de l'Esves,37,vigilance,1,[],1
8833,Bassin de l'Indrois,37,alerte_renforcee,3,[],1
8834,Bassin de la Bourouse,37,crise,4,[],1
8835,Bassin de la Brenne,37,alerte_renforcee,3,[],1
8836,Bassin de la Bresme,37,vigilance,1,[],1
8837,Bassin de la Choisille,37,alerte_renforcee,3,[],1
8838,Bassin de la Cisse,37,vigilance,1,[],1
8839,Bassin de la Claise,37,alerte_renforcee,3,[],1
8840,Bassin de la Deme,37,alerte_renforcee,3,[],1
8841,Bassin de la Fare,37,alerte_renforcee,3,[],1
8842,Bassin de la Fontaine Menard,37,crise,4,[],1
8843,Bassin de la Manse,37,alerte_renforcee,3,[],1
8844,Bassin de la Masse,37,vigilance,1,[],1
8845,Bassin de la Maulne,37,alerte_renforcee,3,[],1
8846,Bassin de la Muanne,37,vigilance,1,[],1
8847,Bassin de la Roumer,37,crise,4,[],1
8848,Bassin de la Tourmente,37,alerte_renforcee,3,[],1
8849,Bassin de la Veude,37,crise,4,[],1
8850,Bassin de la Veude De Poncay,37,crise,4,[],1
8851,Bassin du Brignon,37,alerte_renforcee,3,[],1
8852,Bassin du Changeon,37,alerte_renforcee,3,[],1
8853,Bassin du Douai ou de la Riasse,37,vigilance,1,[],1
8854,Bassin du Lane,37,vigilance,1,[],1
8855,Bassin du Lathan,37,vigilance,1,[],1
8856,Bassin du Long,37,alerte_renforcee,3,[],1
8857,Bassin du Negron,37,crise,4,[],1
8858,Bassin du ruisseau d'Aubigny,37,crise,4,[],1
8859,Bassin du ruisseau d'Azay,37,vigilance,1,[],1
8860,Bassin du ruisseau d'Olivet,37,alerte_renforcee,3,[],1
8861,Bassin du ruisseau de Boutineau,37,vigilance,1,[],1
8862,Bassin du ruisseau de Chantereine,37,alerte_renforcee,3,[],1
